,arrival_hydrophone,init_arrival_time,id,depth,aic_t,first_hydrophone,second_hydrophone,arrival_time
157,h3,18037.321137453706,157,105.25,"[18037.32113744213, 18037.32113744213, 18037.321137395833, 18037.321137789353, 18037.321138263887, 18037.321138854168]",2,3,18037.321137395833
158,h3,18037.321149131945,158,108.75,"[18037.32114909722, 18037.32114909722, 18037.32114908565, 18037.321149432868, 18037.321149895834, 18037.321150694443]",2,3,18037.32114908565
159,h3,18037.32115351852,159,108.75,"[18037.321153495373, 18037.32115258102, 18037.321153483797, 18037.32115383102, 18037.321154293983, 18037.321154837966]",2,3,18037.321153483797
160,h3,18037.321164641206,160,108.75,"[18037.32116462963, 18037.32116462963, 18037.32116462963, 18037.321164976853, 18037.321165451387, 18037.3211659375]",2,3,18037.32116462963
161,h3,18037.321168865743,161,108.75,"[18037.321168819446, 18037.321168819446, 18037.321168819446, 18037.321169166666, 18037.32116965278, 18037.32117039352]",2,3,18037.321168819446
162,h3,18037.32117962963,162,636.375,"[18037.321179606482, 18037.321179618055, 18037.321179618055, 18037.321179965278, 18037.321180439812, 18037.321177407408]",5,2,18037.321177407408
163,h3,18037.32118480324,163,426.375,"[18037.321183564818, 18037.321183310185, 18037.32118471065, 18037.321185046298, 18037.321185601853, 18037.321183425927]",5,2,18037.321183425927
164,h3,18037.321191145835,164,108.75,"[18037.32119113426, 18037.32119079861, 18037.32119079861, 18037.32119114583, 18037.32119159722, 18037.321192708332]",2,3,18037.32119079861
165,h3,18037.321196030094,165,108.75,"[18037.321196018518, 18037.321196018518, 18037.32119599537, 18037.321196342593, 18037.32119681713, 18037.321197372683]",2,3,18037.32119599537
166,h3,18037.321200706017,166,108.75,"[18037.32120056713, 18037.32120056713, 18037.32120056713, 18037.321200914354, 18037.321201365743, 18037.321202141204]",2,3,18037.32120056713
167,h3,18037.321205810185,167,108.75,"[18037.321205694447, 18037.321205694447, 18037.3212056713, 18037.32120601852, 18037.321206493056, 18037.32120700232]",2,3,18037.3212056713
168,h3,18037.32120982639,168,110.5,"[18037.321209814814, 18037.321209791666, 18037.321209814814, 18037.32121013889, 18037.321210613427, 18037.321211122686]",2,3,18037.321209814814
169,h3,18037.32121542824,169,107.875,"[18037.321215405093, 18037.321215416665, 18037.321215393516, 18037.321215752312, 18037.32121622685, 18037.321216747685]",2,3,18037.321215393516
170,h3,18037.321219502315,170,108.75,"[18037.321219398145, 18037.32121788194, 18037.321219398145, 18037.32121974537, 18037.321220219907, 18037.32122079861]",2,3,18037.321219398145
171,h3,18037.321231331018,171,107.0,"[18037.321231307873, 18037.321231307873, 18037.321231284724, 18037.321231655093, 18037.32123212963, 18037.32123269676]",2,3,18037.321231284724
172,h3,18037.321235520834,172,112.25,"[18037.32123550926, 18037.32123550926, 18037.32123550926, 18037.321235810185, 18037.321236319443, 18037.321236782405]",2,3,18037.32123550926
173,h3,18037.321240983798,173,107.875,"[18037.321240972222, 18037.321240972222, 18037.3212409375, 18037.321241296297, 18037.32124175926, 18037.321242546295]",2,3,18037.3212409375
174,h3,18037.32124445602,174,337.125,"[18037.321243391205, 18037.32124297454, 18037.321244444447, 18037.32124479167, 18037.32124334491, 18037.32124252315]",5,4,18037.32124252315
175,h3,18037.321250266203,175,107.875,"[18037.321250208333, 18037.321250208333, 18037.32125019676, 18037.321250555557, 18037.321251006946, 18037.32125148148]",2,3,18037.32125019676
176,h3,18037.32125792824,176,137.625,"[18037.321257870368, 18037.321257916665, 18037.321257870368, 18037.321258206015, 18037.321258680553, 18037.321257858795]",5,2,18037.321257858795
177,h3,18037.321359282407,177,109.625,"[18037.321359895835, 18037.321357407407, 18037.321359224537, 18037.321359560185, 18037.321360069447, 18037.32136059028]",2,3,18037.321359224537
178,h3,18037.321782314815,178,112.25,"[18037.321782280094, 18037.321781053244, 18037.321782280094, 18037.32178258102, 18037.32178305556, 18037.32178354167]",2,3,18037.321782280094
179,h3,18037.321798125,179,112.25,"[18037.321798124998, 18037.32179707176, 18037.321798113426, 18037.321798414352, 18037.32179886574, 18037.32179940972]",2,3,18037.321798113426
180,h3,18037.321804131945,180,112.25,"[18037.32180391204, 18037.321804097224, 18037.321803900464, 18037.32180420139, 18037.32180467593, 18037.32180537037]",2,3,18037.321803900464
181,h3,18037.32181082176,181,217.25,"[18037.321810787038, 18037.321810787038, 18037.321810787038, 18037.321811099537, 18037.321809583336, 18037.321810347225]",4,5,18037.321809583336
182,h3,18037.321817708333,182,112.25,"[18037.321817673608, 18037.321817673608, 18037.321817673608, 18037.321817974534, 18037.321818449072, 18037.321819201385]",2,3,18037.321817673608
183,h3,18037.32185277778,183,112.25,"[18037.321851909725, 18037.321851701392, 18037.321852766207, 18037.321853067133, 18037.32185354167, 18037.32185402778]",2,3,18037.321852766207
184,h3,18037.321875219906,184,112.25,"[18037.321874733796, 18037.32187386574, 18037.321875185185, 18037.321875486112, 18037.32187596065, 18037.321876712962]",2,3,18037.321875185185
185,h3,18037.321882905093,185,112.25,"[18037.32188238426, 18037.32188170139, 18037.321882743057, 18037.321883043984, 18037.32188351852, 18037.321884016204]",2,3,18037.321882743057
186,h3,18037.321952997685,186,113.125,"[18037.321951481485, 18037.321951886577, 18037.32195297454, 18037.32195326389, 18037.32195373843, 18037.32195449074]",2,3,18037.32195297454
187,h3,18037.32211125,187,113.125,"[18037.32211105324, 18037.322111215275, 18037.322111215275, 18037.32211150463, 18037.32211196759, 18037.322112812497]",2,3,18037.322111215275
188,h3,18037.322132673613,188,114.0,"[18037.32213263889, 18037.32213263889, 18037.32213263889, 18037.322132916666, 18037.322133391204, 18037.322133888887]",2,3,18037.32213263889
189,h3,18037.32215539352,189,114.0,"[18037.322155150465, 18037.32215342593, 18037.32215513889, 18037.322155416667, 18037.322155891205, 18037.32215664352]",2,3,18037.32215513889
190,h3,18037.322161921296,190,113.125,"[18037.322161342592, 18037.32216185185, 18037.322161886572, 18037.322162175926, 18037.32216262731, 18037.322163391204]",2,3,18037.322161886572
191,h3,18037.32216880787,191,258.375,"[18037.32216765046, 18037.32216753472, 18037.322168773146, 18037.322169050924, 18037.32216952546, 18037.322168229166]",5,2,18037.322168229166
192,h3,18037.322175393518,192,114.0,"[18037.322175358797, 18037.322175358797, 18037.322175358797, 18037.322175636575, 18037.322176111113, 18037.322176574075]",2,3,18037.322175358797
193,h3,18037.322182800926,193,111.375,"[18037.32218195602, 18037.322181226853, 18037.322181944448, 18037.322182256947, 18037.322182731485, 18037.32218351852]",2,3,18037.322181944448
194,h3,18037.322189016206,194,114.0,"[18037.32218775463, 18037.322188275462, 18037.32218898148, 18037.32218925926, 18037.322189733797, 18037.322190486113]",2,3,18037.32218898148
195,h3,18037.32219400463,195,184.875,"[18037.322192233794, 18037.322192164353, 18037.322193842592, 18037.32219412037, 18037.322194594908, 18037.322193622684]",5,2,18037.322193622684
196,h3,18037.32219951389,196,114.0,"[18037.32219846065, 18037.322198587965, 18037.32219943287, 18037.32219971065, 18037.322200185186, 18037.322200914354]",2,3,18037.32219943287
197,h3,18037.32221005787,197,268.875,"[18037.322210023147, 18037.322210023147, 18037.322210023147, 18037.322210300925, 18037.322210752314, 18037.32220943287]",5,2,18037.32220943287
198,h3,18037.322216203705,198,114.0,"[18037.322214907406, 18037.322214953703, 18037.32221616898, 18037.32221644676, 18037.322217152778, 18037.322217650464]",2,3,18037.32221616898
199,h3,18037.32222170139,199,114.0,"[18037.32222092593, 18037.322220567134, 18037.32222166667, 18037.322221944447, 18037.32222240741, 18037.322222905095]",2,3,18037.32222166667
200,h3,18037.32222607639,200,113.125,"[18037.322224444444, 18037.322224756943, 18037.322226030094, 18037.322226319444, 18037.322226793982, 18037.322227546298]",2,3,18037.322226030094
201,h3,18037.32223789352,201,114.875,"[18037.322236608798, 18037.322236608798, 18037.32223659722, 18037.322236863427, 18037.322237314816, 18037.322237858796]",2,3,18037.32223659722
202,h3,18037.32224212963,202,114.0,"[18037.322242094906, 18037.322242094906, 18037.322242094906, 18037.322242372684, 18037.32224284722, 18037.322243333332]",2,3,18037.322242094906
203,h3,18037.32224755787,203,114.0,"[18037.32224752315, 18037.32224752315, 18037.32224752315, 18037.322247800927, 18037.322248252316, 18037.322248761575]",2,3,18037.32224752315
204,h3,18037.32225241898,204,350.25,"[18037.32225101852, 18037.322250578705, 18037.322252291666, 18037.322252627317, 18037.32225306713, 18037.322251342594]",5,2,18037.322251342594
205,h3,18037.3222571875,205,114.0,"[18037.322255462965, 18037.322255543986, 18037.32225717593, 18037.322257453707, 18037.322257905096, 18037.322258668984]",2,3,18037.32225717593
206,h3,18037.32226216435,206,113.125,"[18037.322260914352, 18037.322261099536, 18037.32226207176, 18037.32226236111, 18037.322262962964, 18037.322263842594]",2,3,18037.32226207176
207,h3,18037.322266967592,207,114.0,"[18037.322266956016, 18037.322266666666, 18037.322266932868, 18037.322267210646, 18037.322267685184, 18037.322268182867]",2,3,18037.322266932868
208,h3,18037.322282662037,208,114.875,"[18037.322282627316, 18037.322280729168, 18037.322282627316, 18037.32228289352, 18037.322283368056, 18037.3222841088]",2,3,18037.322282627316
209,h3,18037.322289131946,209,112.25,"[18037.322289097225, 18037.322289097225, 18037.322289074076, 18037.322289375003, 18037.322289826392, 18037.32229059028]",2,3,18037.322289074076
210,h3,18037.322293344907,210,379.125,"[18037.322292465276, 18037.32229177083, 18037.322293310182, 18037.322293576388, 18037.322294050922, 18037.322292233795]",5,2,18037.322292233795
211,h3,18037.32229835648,211,112.25,"[18037.32229810185, 18037.32229780093, 18037.32229829861, 18037.322298599538, 18037.322299050928, 18037.322299594907]",2,3,18037.32229829861
212,h3,18037.32230400463,212,114.875,"[18037.3223025, 18037.322302766206, 18037.322303969908, 18037.322304236113, 18037.322304710648, 18037.322305462963]",2,3,18037.322303969908
213,h3,18037.322309155094,213,114.875,"[18037.32230842593, 18037.322307592596, 18037.32230840278, 18037.322308668983, 18037.32230914352, 18037.322309664356]",2,3,18037.32230840278
214,h3,18037.32231420139,214,112.25,"[18037.322314166668, 18037.322314166668, 18037.32231414352, 18037.322314444446, 18037.322314895835, 18037.322315405094]",2,3,18037.32231414352
215,h3,18037.322319097224,215,114.875,"[18037.322318287035, 18037.32231855324, 18037.3223190625, 18037.322319328705, 18037.32231978009, 18037.322320636573]",2,3,18037.3223190625
216,h3,18037.322324027777,216,114.875,"[18037.322323993056, 18037.322323993056, 18037.322323993056, 18037.32232425926, 18037.322324733796, 18037.32232525463]",2,3,18037.322323993056
217,h3,18037.322333981483,217,113.125,"[18037.322332384258, 18037.32233273148, 18037.322333854165, 18037.32233414352, 18037.322334618057, 18037.322335358796]",2,3,18037.322333854165
218,h3,18037.322338912036,218,114.875,"[18037.322338368056, 18037.32233755787, 18037.322338877315, 18037.32233914352, 18037.322339618055, 18037.32234025463]",2,3,18037.322338877315
219,h3,18037.322344583336,219,114.875,"[18037.322343391203, 18037.32234357639, 18037.322343564814, 18037.32234383102, 18037.32234428241, 18037.322344780092]",2,3,18037.322343564814
220,h3,18037.322348645834,220,114.875,"[18037.32234863426, 18037.322347800928, 18037.322348611113, 18037.32234887732, 18037.322349328704, 18037.322349837967]",2,3,18037.322348611113
221,h3,18037.322354236112,221,116.625,"[18037.322352222225, 18037.32235325232, 18037.32235418982, 18037.322354432872, 18037.322354953707, 18037.322355439817]",2,3,18037.32235418982
222,h3,18037.322359386573,222,114.875,"[18037.32235829861, 18037.322359351852, 18037.322359351852, 18037.322359618058, 18037.322360069444, 18037.322360578706]",2,3,18037.322359351852
223,h3,18037.32236363426,223,95.625,"[18037.322363078703, 18037.322362812498, 18037.322363587962, 18037.32236386574, 18037.322364340274, 18037.32236376157]",2,5,18037.322363587962
224,h3,18037.322370046295,224,115.75,"[18037.32237002315, 18037.32236917824, 18037.32237, 18037.32237025463, 18037.322370729165, 18037.32237146991]",2,3,18037.32237
225,h3,18037.32237494213,225,114.875,"[18037.32237413194, 18037.322373877312, 18037.322374907406, 18037.32237517361, 18037.322375624997, 18037.32237638889]",2,3,18037.322374907406
226,h3,18037.32237994213,226,115.75,"[18037.322378738427, 18037.322378252316, 18037.32237984954, 18037.322380104168, 18037.322380578706, 18037.322381585647]",2,3,18037.32237984954
227,h3,18037.32238516204,227,110.5,"[18037.32238377315, 18037.32238525463, 18037.322385081017, 18037.322385405092, 18037.322385925927, 18037.322386377313]",2,3,18037.322385081017
228,h3,18037.322390011574,228,114.875,"[18037.322389988425, 18037.322389259258, 18037.32238997685, 18037.322390243055, 18037.32239069444, 18037.322391458332]",2,3,18037.32238997685
229,h3,18037.322396655094,229,114.875,"[18037.322396643518, 18037.322396643518, 18037.32239662037, 18037.322396886575, 18037.32239733796, 18037.322397881944]",2,3,18037.32239662037
230,h3,18037.322403344908,230,114.875,"[18037.322402407404, 18037.322402743055, 18037.322403310183, 18037.32240357639, 18037.322404027775, 18037.322404571758]",2,3,18037.322403310183
231,h3,18037.32241244213,231,115.75,"[18037.322412418984, 18037.322412418984, 18037.322412407408, 18037.322412662037, 18037.322413113427, 18037.322413599537]",2,3,18037.322412407408
232,h3,18037.322417939817,232,114.875,"[18037.322417905092, 18037.322416805557, 18037.322417905092, 18037.322418171298, 18037.322418622683, 18037.322419386575]",2,3,18037.322417905092
233,h3,18037.322424085647,233,114.875,"[18037.32242283565, 18037.322424074075, 18037.322424050926, 18037.32242431713, 18037.322424791666, 18037.3224253125]",2,3,18037.322424050926
234,h3,18037.322430347223,234,117.5,"[18037.3224303125, 18037.3224303125, 18037.3224303125, 18037.32243054398, 18037.322431041666, 18037.32243150463]",2,3,18037.3224303125
235,h3,18037.322434502315,235,150.75,"[18037.322433310183, 18037.322433206016, 18037.322432824072, 18037.322433113426, 18037.322433564812, 18037.322432754627]",5,2,18037.322432754627
236,h3,18037.322440150463,236,115.75,"[18037.322440138887, 18037.322440138887, 18037.32244011574, 18037.322440370368, 18037.322440844906, 18037.322441331016]",2,3,18037.32244011574
237,h3,18037.32244789352,237,115.75,"[18037.322447858798, 18037.322447858798, 18037.322447858798, 18037.322448113428, 18037.322448587965, 18037.322449074076]",2,3,18037.322447858798
238,h3,18037.32245670139,238,114.0,"[18037.322456666665, 18037.322456666665, 18037.322456666665, 18037.322456944443, 18037.322457395832, 18037.322457881943]",2,3,18037.322456666665
239,h3,18037.32246434028,239,115.75,"[18037.322464004632, 18037.32246336806, 18037.32246430556, 18037.322464560188, 18037.322465034726, 18037.32246578704]",2,3,18037.32246430556
240,h3,18037.322472939813,240,170.875,"[18037.3224712963, 18037.32247133102, 18037.322472905093, 18037.32247178241, 18037.322472233798, 18037.32247271991]",3,4,18037.32247178241
241,h3,18037.322480231483,241,114.875,"[18037.322479895833, 18037.322479675928, 18037.32248019676, 18037.322480462964, 18037.322480925926, 18037.322481446758]",2,3,18037.32248019676
242,h3,18037.322486122684,242,114.875,"[18037.322485150464, 18037.32248596065, 18037.32248607639, 18037.322486342593, 18037.32248681713, 18037.32248730324]",2,3,18037.32248607639
243,h3,18037.32249175926,243,113.125,"[18037.322490578706, 18037.32248990741, 18037.322491631945, 18037.3224919213, 18037.32249237269, 18037.32249305556]",2,3,18037.322491631945
244,h3,18037.322498414353,244,115.75,"[18037.322497303245, 18037.32249678241, 18037.32249837963, 18037.32249863426, 18037.3224991088, 18037.32249984954]",2,3,18037.32249837963
245,h3,18037.322519421297,245,439.5,"[18037.32251940972, 18037.322518483794, 18037.322519351852, 18037.322519641202, 18037.322519386573, 18037.32251800926]",5,2,18037.32251800926
246,h3,18037.322529722223,246,118.375,"[18037.322529710647, 18037.3225296875, 18037.3225296875, 18037.322529907407, 18037.322530416666, 18037.322530902777]",2,3,18037.3225296875
247,h3,18037.322535266205,247,115.75,"[18037.32253429398, 18037.32253545139, 18037.32253517361, 18037.32253542824, 18037.322535891202, 18037.322536412037]",2,3,18037.32253517361
248,h3,18037.322540439814,248,115.75,"[18037.32254040509, 18037.32254042824, 18037.32254040509, 18037.32254065972, 18037.322541134257, 18037.322541620368]",2,3,18037.32254040509
249,h3,18037.32254425926,249,115.75,"[18037.322544236114, 18037.32254422454, 18037.32254422454, 18037.322544479168, 18037.322544930557, 18037.322545439816]",2,3,18037.32254422454
250,h3,18037.32254957176,250,116.625,"[18037.322547881944, 18037.322549745368, 18037.322549421297, 18037.32254966435, 18037.32255015046, 18037.32255077546]",2,3,18037.322549421297
